relationship,datatype,X,PARA,boundary
unrelated,"""42STR NGS""",-5.390429852,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-2.228654135,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-5.640640123,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-2.861932732,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-5.606867624,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-0.08077789,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-1.592063688,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-3.615990538,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-0.333629976,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-3.000543127,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-5.640640123,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-5.577085605,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-5.908865203,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-4.315750077,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-3.55209922,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-4.100576206,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-1.686134043,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-4.297319144,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-2.861932732,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-5.577085605,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-4.107726275,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-5.659057482,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-2.546185967,Log[10]~CLR,-7
unrelated,"""42STR NGS""",0.156637766,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-2.008231323,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-2.900341094,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-5.606867624,Log[10]~CLR,-7
unrelated,"""42STR NGS""",-5.908865203,Log[10]~CLR,-7
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",33,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",35,IBS,-13.5
2nd degree kinship,"""42STR CE""",33,IBS,-13.5
2nd degree kinship,"""42STR CE""",42,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",46,IBS,-13.5
2nd degree kinship,"""42STR CE""",35,IBS,-13.5
2nd degree kinship,"""42STR CE""",43,IBS,-13.5
2nd degree kinship,"""42STR CE""",33,IBS,-13.5
2nd degree kinship,"""42STR CE""",41,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",35,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",39,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",35,IBS,-13.5
2nd degree kinship,"""42STR CE""",41,IBS,-13.5
2nd degree kinship,"""42STR CE""",35,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",39,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",42,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",41,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",32,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",43,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",42,IBS,-13.5
2nd degree kinship,"""42STR CE""",41,IBS,-13.5
2nd degree kinship,"""42STR CE""",42,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",44,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",44,IBS,-13.5
2nd degree kinship,"""42STR CE""",43,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",39,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",35,IBS,-13.5
2nd degree kinship,"""42STR CE""",25,IBS,-13.5
2nd degree kinship,"""42STR CE""",43,IBS,-13.5
2nd degree kinship,"""42STR CE""",39,IBS,-13.5
2nd degree kinship,"""42STR CE""",33,IBS,-13.5
2nd degree kinship,"""42STR CE""",39,IBS,-13.5
2nd degree kinship,"""42STR CE""",43,IBS,-13.5
2nd degree kinship,"""42STR CE""",32,IBS,-13.5
2nd degree kinship,"""42STR CE""",39,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",39,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",32,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",33,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",32,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",32,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",39,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",34,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",34,IBS,-13.5
2nd degree kinship,"""42STR CE""",35,IBS,-13.5
2nd degree kinship,"""42STR CE""",39,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",32,IBS,-13.5
2nd degree kinship,"""42STR CE""",34,IBS,-13.5
2nd degree kinship,"""42STR CE""",29,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",39,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",31,IBS,-13.5
2nd degree kinship,"""42STR CE""",34,IBS,-13.5
2nd degree kinship,"""42STR CE""",34,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",41,IBS,-13.5
2nd degree kinship,"""42STR CE""",39,IBS,-13.5
2nd degree kinship,"""42STR CE""",34,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",32,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",34,IBS,-13.5
2nd degree kinship,"""42STR CE""",41,IBS,-13.5
2nd degree kinship,"""42STR CE""",36,IBS,-13.5
2nd degree kinship,"""42STR CE""",39,IBS,-13.5
2nd degree kinship,"""42STR CE""",31,IBS,-13.5
2nd degree kinship,"""42STR CE""",30,IBS,-13.5
2nd degree kinship,"""42STR CE""",28,IBS,-13.5
2nd degree kinship,"""42STR CE""",42,IBS,-13.5
2nd degree kinship,"""42STR CE""",34,IBS,-13.5
2nd degree kinship,"""42STR CE""",37,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",41,IBS,-13.5
2nd degree kinship,"""42STR CE""",38,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
2nd degree kinship,"""42STR CE""",43,IBS,-13.5
2nd degree kinship,"""42STR CE""",41,IBS,-13.5
2nd degree kinship,"""42STR CE""",40,IBS,-13.5
unrelated,"""42STR CE""",29,IBS,-13.5
unrelated,"""42STR CE""",30,IBS,-13.5
unrelated,"""42STR CE""",28,IBS,-13.5
unrelated,"""42STR CE""",31,IBS,-13.5
unrelated,"""42STR CE""",28,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",24,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",29,IBS,-13.5
unrelated,"""42STR CE""",30,IBS,-13.5
unrelated,"""42STR CE""",34,IBS,-13.5
unrelated,"""42STR CE""",23,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",29,IBS,-13.5
unrelated,"""42STR CE""",21,IBS,-13.5
unrelated,"""42STR CE""",24,IBS,-13.5
unrelated,"""42STR CE""",31,IBS,-13.5
unrelated,"""42STR CE""",28,IBS,-13.5
unrelated,"""42STR CE""",34,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",33,IBS,-13.5
unrelated,"""42STR CE""",33,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",25,IBS,-13.5
unrelated,"""42STR CE""",23,IBS,-13.5
unrelated,"""42STR CE""",31,IBS,-13.5
unrelated,"""42STR CE""",23,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",29,IBS,-13.5
unrelated,"""42STR CE""",31,IBS,-13.5
unrelated,"""42STR CE""",28,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",25,IBS,-13.5
unrelated,"""42STR CE""",28,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",29,IBS,-13.5
unrelated,"""42STR CE""",29,IBS,-13.5
unrelated,"""42STR CE""",23,IBS,-13.5
unrelated,"""42STR CE""",22,IBS,-13.5
unrelated,"""42STR CE""",24,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",33,IBS,-13.5
unrelated,"""42STR CE""",31,IBS,-13.5
unrelated,"""42STR CE""",29,IBS,-13.5
unrelated,"""42STR CE""",30,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",25,IBS,-13.5
unrelated,"""42STR CE""",29,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",29,IBS,-13.5
unrelated,"""42STR CE""",33,IBS,-13.5
unrelated,"""42STR CE""",28,IBS,-13.5
unrelated,"""42STR CE""",23,IBS,-13.5
unrelated,"""42STR CE""",30,IBS,-13.5
unrelated,"""42STR CE""",32,IBS,-13.5
unrelated,"""42STR CE""",30,IBS,-13.5
unrelated,"""42STR CE""",25,IBS,-13.5
unrelated,"""42STR CE""",24,IBS,-13.5
unrelated,"""42STR CE""",21,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",22,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",32,IBS,-13.5
unrelated,"""42STR CE""",34,IBS,-13.5
unrelated,"""42STR CE""",28,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",24,IBS,-13.5
unrelated,"""42STR CE""",25,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",24,IBS,-13.5
unrelated,"""42STR CE""",25,IBS,-13.5
unrelated,"""42STR CE""",30,IBS,-13.5
unrelated,"""42STR CE""",34,IBS,-13.5
unrelated,"""42STR CE""",32,IBS,-13.5
unrelated,"""42STR CE""",22,IBS,-13.5
unrelated,"""42STR CE""",22,IBS,-13.5
unrelated,"""42STR CE""",31,IBS,-13.5
unrelated,"""42STR CE""",29,IBS,-13.5
unrelated,"""42STR CE""",31,IBS,-13.5
unrelated,"""42STR CE""",21,IBS,-13.5
unrelated,"""42STR CE""",26,IBS,-13.5
unrelated,"""42STR CE""",31,IBS,-13.5
unrelated,"""42STR CE""",22,IBS,-13.5
unrelated,"""42STR CE""",23,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",23,IBS,-13.5
unrelated,"""42STR CE""",22,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",25,IBS,-13.5
unrelated,"""42STR CE""",22,IBS,-13.5
unrelated,"""42STR CE""",23,IBS,-13.5
unrelated,"""42STR CE""",19,IBS,-13.5
unrelated,"""42STR CE""",25,IBS,-13.5
unrelated,"""42STR CE""",20,IBS,-13.5
unrelated,"""42STR CE""",34,IBS,-13.5
unrelated,"""42STR CE""",28,IBS,-13.5
unrelated,"""42STR CE""",28,IBS,-13.5
unrelated,"""42STR CE""",31,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
unrelated,"""42STR CE""",19,IBS,-13.5
unrelated,"""42STR CE""",24,IBS,-13.5
unrelated,"""42STR CE""",20,IBS,-13.5
unrelated,"""42STR CE""",25,IBS,-13.5
unrelated,"""42STR CE""",21,IBS,-13.5
unrelated,"""42STR CE""",22,IBS,-13.5
unrelated,"""42STR CE""",29,IBS,-13.5
unrelated,"""42STR CE""",23,IBS,-13.5
unrelated,"""42STR CE""",25,IBS,-13.5
unrelated,"""42STR CE""",24,IBS,-13.5
unrelated,"""42STR CE""",22,IBS,-13.5
unrelated,"""42STR CE""",19,IBS,-13.5
unrelated,"""42STR CE""",28,IBS,-13.5
unrelated,"""42STR CE""",35,IBS,-13.5
unrelated,"""42STR CE""",31,IBS,-13.5
unrelated,"""42STR CE""",22,IBS,-13.5
unrelated,"""42STR CE""",20,IBS,-13.5
unrelated,"""42STR CE""",27,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",35,IBS,-13.5
2nd degree kinship,"""42STR NGS""",27,IBS,-13.5
2nd degree kinship,"""42STR NGS""",31,IBS,-13.5
2nd degree kinship,"""42STR NGS""",28,IBS,-13.5
2nd degree kinship,"""42STR NGS""",31,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",39,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",38,IBS,-13.5
2nd degree kinship,"""42STR NGS""",28,IBS,-13.5
2nd degree kinship,"""42STR NGS""",37,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",33,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",30,IBS,-13.5
2nd degree kinship,"""42STR NGS""",36,IBS,-13.5
2nd degree kinship,"""42STR NGS""",30,IBS,-13.5
2nd degree kinship,"""42STR NGS""",30,IBS,-13.5
2nd degree kinship,"""42STR NGS""",37,IBS,-13.5
2nd degree kinship,"""42STR NGS""",28,IBS,-13.5
2nd degree kinship,"""42STR NGS""",33,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",35,IBS,-13.5
2nd degree kinship,"""42STR NGS""",30,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",33,IBS,-13.5
2nd degree kinship,"""42STR NGS""",33,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",26,IBS,-13.5
2nd degree kinship,"""42STR NGS""",30,IBS,-13.5
2nd degree kinship,"""42STR NGS""",39,IBS,-13.5
2nd degree kinship,"""42STR NGS""",35,IBS,-13.5
2nd degree kinship,"""42STR NGS""",36,IBS,-13.5
2nd degree kinship,"""42STR NGS""",35,IBS,-13.5
2nd degree kinship,"""42STR NGS""",38,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",30,IBS,-13.5
2nd degree kinship,"""42STR NGS""",37,IBS,-13.5
2nd degree kinship,"""42STR NGS""",36,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",30,IBS,-13.5
2nd degree kinship,"""42STR NGS""",20,IBS,-13.5
2nd degree kinship,"""42STR NGS""",36,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",37,IBS,-13.5
2nd degree kinship,"""42STR NGS""",40,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",30,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",36,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",33,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",30,IBS,-13.5
2nd degree kinship,"""42STR NGS""",35,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",28,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",31,IBS,-13.5
2nd degree kinship,"""42STR NGS""",31,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",35,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",35,IBS,-13.5
2nd degree kinship,"""42STR NGS""",37,IBS,-13.5
2nd degree kinship,"""42STR NGS""",30,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",33,IBS,-13.5
2nd degree kinship,"""42STR NGS""",36,IBS,-13.5
2nd degree kinship,"""42STR NGS""",28,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",33,IBS,-13.5
2nd degree kinship,"""42STR NGS""",33,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",31,IBS,-13.5
2nd degree kinship,"""42STR NGS""",25,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",36,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",35,IBS,-13.5
2nd degree kinship,"""42STR NGS""",37,IBS,-13.5
2nd degree kinship,"""42STR NGS""",37,IBS,-13.5
2nd degree kinship,"""42STR NGS""",27,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",31,IBS,-13.5
2nd degree kinship,"""42STR NGS""",35,IBS,-13.5
2nd degree kinship,"""42STR NGS""",36,IBS,-13.5
2nd degree kinship,"""42STR NGS""",33,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",31,IBS,-13.5
2nd degree kinship,"""42STR NGS""",27,IBS,-13.5
2nd degree kinship,"""42STR NGS""",36,IBS,-13.5
2nd degree kinship,"""42STR NGS""",29,IBS,-13.5
2nd degree kinship,"""42STR NGS""",35,IBS,-13.5
2nd degree kinship,"""42STR NGS""",31,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",28,IBS,-13.5
2nd degree kinship,"""42STR NGS""",27,IBS,-13.5
2nd degree kinship,"""42STR NGS""",26,IBS,-13.5
2nd degree kinship,"""42STR NGS""",36,IBS,-13.5
2nd degree kinship,"""42STR NGS""",30,IBS,-13.5
2nd degree kinship,"""42STR NGS""",32,IBS,-13.5
2nd degree kinship,"""42STR NGS""",33,IBS,-13.5
2nd degree kinship,"""42STR NGS""",37,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",36,IBS,-13.5
2nd degree kinship,"""42STR NGS""",33,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
2nd degree kinship,"""42STR NGS""",37,IBS,-13.5
2nd degree kinship,"""42STR NGS""",35,IBS,-13.5
2nd degree kinship,"""42STR NGS""",34,IBS,-13.5
unrelated,"""42STR NGS""",22,IBS,-13.5
unrelated,"""42STR NGS""",26,IBS,-13.5
unrelated,"""42STR NGS""",24,IBS,-13.5
unrelated,"""42STR NGS""",25,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",22,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",16,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",26,IBS,-13.5
unrelated,"""42STR NGS""",26,IBS,-13.5
unrelated,"""42STR NGS""",16,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",24,IBS,-13.5
unrelated,"""42STR NGS""",15,IBS,-13.5
unrelated,"""42STR NGS""",18,IBS,-13.5
unrelated,"""42STR NGS""",25,IBS,-13.5
unrelated,"""42STR NGS""",24,IBS,-13.5
unrelated,"""42STR NGS""",26,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",22,IBS,-13.5
unrelated,"""42STR NGS""",25,IBS,-13.5
unrelated,"""42STR NGS""",30,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",22,IBS,-13.5
unrelated,"""42STR NGS""",14,IBS,-13.5
unrelated,"""42STR NGS""",25,IBS,-13.5
unrelated,"""42STR NGS""",16,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",22,IBS,-13.5
unrelated,"""42STR NGS""",24,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",17,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",22,IBS,-13.5
unrelated,"""42STR NGS""",22,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",17,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",22,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",25,IBS,-13.5
unrelated,"""42STR NGS""",24,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",26,IBS,-13.5
unrelated,"""42STR NGS""",22,IBS,-13.5
unrelated,"""42STR NGS""",25,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",24,IBS,-13.5
unrelated,"""42STR NGS""",30,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",28,IBS,-13.5
unrelated,"""42STR NGS""",25,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",16,IBS,-13.5
unrelated,"""42STR NGS""",15,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",17,IBS,-13.5
unrelated,"""42STR NGS""",26,IBS,-13.5
unrelated,"""42STR NGS""",28,IBS,-13.5
unrelated,"""42STR NGS""",27,IBS,-13.5
unrelated,"""42STR NGS""",22,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",18,IBS,-13.5
unrelated,"""42STR NGS""",22,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",22,IBS,-13.5
unrelated,"""42STR NGS""",25,IBS,-13.5
unrelated,"""42STR NGS""",27,IBS,-13.5
unrelated,"""42STR NGS""",25,IBS,-13.5
unrelated,"""42STR NGS""",16,IBS,-13.5
unrelated,"""42STR NGS""",16,IBS,-13.5
unrelated,"""42STR NGS""",28,IBS,-13.5
unrelated,"""42STR NGS""",24,IBS,-13.5
unrelated,"""42STR NGS""",26,IBS,-13.5
unrelated,"""42STR NGS""",18,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",27,IBS,-13.5
unrelated,"""42STR NGS""",16,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
